stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
95,HDRCH0,"La Ronchère",,48.650135,6.176487,,,0,
1095,HDRCH1,"La Ronchère",,48.648926,6.176045,,,0,
90,HDRUZ0,"Rouzé",,48.638508,6.177639,,,0,
1090,HDRUZ1,"Rouzé",,48.638454,6.177649,,,0,
187,HDTEN0,"Parc Embanie",,48.647469,6.196514,,,0,
1187,HDTEN1,"Parc Embanie",,48.647732,6.196506,,,0,
180,HLBSC0,"Besançon",,48.647549,6.208884,,,0,
1180,HLBSC1,"Besançon",,48.648548,6.208763,,,0,
736,HLCRO0,"Port Cros",,48.653408,6.202944,,,0,
1736,HLCRO1,"Port Cros",,48.653156,6.203156,,,0,
181,HLCRT0,"HEILLECOURT",,48.648159,6.209943,,,0,
730,HLDAM0,"Pré la Dame",,48.650761,6.208043,,,0,
1730,HLDAM1,"Pré la Dame",,48.650745,6.207995,,,0,
1189,HLECO1,"Emile Gallé",,48.652714,6.193534,,,0,
186,HLEMB0,"Chateaubriand",,48.644920,6.196556,,,0,
1186,HLEMB1,"Chateaubriand",,48.644978,6.196804,,,0,
190,HLGRU0,"Grande Rue",,48.652405,6.186434,,,0,
1190,HLGRU1,"Grande Rue",,48.652645,6.186506,,,0,
745,HLHLL0,"Route d'Heillecourt",,48.652592,6.183718,,,0,
274,HLHSS0,"Husson",,48.654884,6.199645,,,0,
183,HLHUG0,"Victor Hugo",,48.646034,6.206064,,,0,
1183,HLHUG1,"Victor Hugo",,48.646442,6.205632,,,0,
915,HLMAI0,"Heillecourt - Mairie",,48.653648,6.196008,,,0,
1915,HLMAI1,"Heillecourt - Mairie",,48.653690,6.195925,,,0,
185,HLMOR0,"Morlaix",,48.641300,6.198039,,,0,
1185,HLMOR1,"Morlaix",,48.641449,6.197602,,,0,
182,HLPLD0,"Vanoise",,48.647541,6.206759,,,0,
1182,HLPLD1,"Vanoise",,48.648151,6.206221,,,0,
516,HLRFL0,"Route de Fléville",,48.656071,6.206690,,,0,
1516,HLRFL1,"Route de Fléville",,48.656166,6.206640,,,0,
165,HLRHL0,"Route d'Heillecourt",,48.652424,6.185023,,,0,
191,HLRHL1,"Route d'Heillecourt",,48.652576,6.184505,,,0,
1165,HLRHL2,"Route d'Heillecourt",,48.652294,6.184633,,,0,
1273,HLRTN0,"La Rotonde",,48.656906,6.199142,,,0,
273,HLRTN1,"La Rotonde",,48.657188,6.198538,,,0,
188,HLTLI0,"Temps Libre",,48.650234,6.193948,,,0,
1188,HLTLI1,"Temps Libre",,48.650677,6.194211,,,0,
272,HLVSB0,"Vigne des Sables",,48.659576,6.197588,,,0,
184,HLVSL0,"Versailles",,48.644127,6.201332,,,0,
1184,HLVSL1,"Versailles",,48.644218,6.201297,,,0,
253,JRALS0,"Alsace-Bonsecours",,48.676182,6.199772,,,0,
1253,JRALS1,"Alsace-Bonsecours",,48.675266,6.200723,,,0,
201,JRCLF0,"Jarville Californie",,48.673759,6.206726,,,0,
1201,JRCLF1,"Jarville Californie",,48.673717,6.206601,,,0,
197,JRCLM0,"Clemenceau",,48.668587,6.199181,,,0,
1197,JRCLM1,"Clemenceau",,48.667843,6.198827,,,0,
531,JREGL0,"L'Atelier",,48.668873,6.207696,,,0,
1531,JREGL1,"L'Atelier",,48.668743,6.207866,,,0,
259,JREMM0,"Emmaüs",,48.659061,6.206490,,,0,
1259,JREMM1,"Emmaüs",,48.659969,6.206760,,,0,
198,JREVR0,"Evrard",,48.668026,6.201806,,,0,
1198,JREVR1,"Evrard",,48.667831,6.202035,,,0,
256,JRFNT1,"Fonteno",,48.668625,6.204945,,,0,
1256,JRFNT3,"Fonteno",,48.669182,6.204348,,,0,
277,JRGAR0,"Belle Croix",,48.671764,6.200803,,,0,
1277,JRGAR1,"Belle Croix",,48.672146,6.201280,,,0,
254,JRMAI0,"Jarville Mairie",,48.673275,6.202464,,,0,
1254,JRMAI1,"Jarville Mairie",,48.673294,6.202479,,,0,
763,JRMAI2,"Jarville Mairie",,48.673138,6.201177,,,0,
1763,JRMAI3,"Jarville Mairie",,48.672962,6.201653,,,0,
794,JRMGG2,"La Malgrange",,48.665707,6.197004,,,0,
1794,JRMGG3,"La Malgrange",,48.665745,6.197075,,,0,
258,JRMON0,"Montaigu",,48.662914,6.207251,,,0,
1258,JRMON1,"Montaigu",,48.663692,6.207703,,,0,
257,JRMSF0,"Musée de l'Histoire du Fer",,48.665203,6.207747,,,0,
1257,JRMSF1,"Musée de l'Histoire du Fer",,48.665661,6.207822,,,0,
688,JRREP2,"Jarville République",,48.670704,6.206282,,,0,
1688,JRREP3,"Jarville République",,48.670872,6.206144,,,0,
270,JRSIO0,"Sion",,48.664562,6.198121,,,0,
278,JRSIO1,"Jarville Sion",,48.664528,6.198880,,,0,
1270,JRSIO2,"Sion",,48.664558,6.198502,,,0,
271,JRSNG0,"Léon Songeur",,48.661018,6.199512,,,0,
1271,JRSNG1,"Léon Songeur",,48.660599,6.200161,,,0,
2021,JRSNG2,"Léon Songeur",,48.660206,6.199907,,,0,
754,JRTEL0,"Tourtel",,48.671030,6.195517,,,0,
1754,JRTEL1,"Tourtel",,48.670572,6.196430,,,0,
159,LDABT0,"Albâtre",,48.614700,6.166586,,,0,
1159,LDABT1,"Albâtre",,48.614685,6.166829,,,0,
163,LDBRQ0,"Baraques de Ludres",,48.622150,6.178306,,,0,
1163,LDBRQ1,"Baraques de Ludres",,48.621975,6.178212,,,0,
152,LDCES0,"Collège Monod",,48.620934,6.167573,,,0,
1152,LDCES1,"Collège Monod",,48.620911,6.167966,,,0,
162,LDCNM0,"Ludres Cinéma",,48.619186,6.177558,,,0,
550,LDCNM1,"Pascal",,48.618294,6.177682,,,0,
1162,LDCNM2,"Ludres Cinéma",,48.618168,6.176492,,,0,
209,LDCNM3,"Pascal",,48.618115,6.178460,,,0,
678,LDCUR0,"Curie",,48.616753,6.181383,,,0,
1939,LDCUR1,"Curie",,48.616668,6.181931,,,0,
154,LDECO0,"Ecoles",,48.620583,6.160028,,,0,
1154,LDECO1,"Ecoles",,48.620895,6.160288,,,0,
2805,LDEMO0,"Ludres J. Monod",,48.620270,6.168326,,,0,
158,LDERY0,"Eurydice",,48.615047,6.163924,,,0,
1158,LDERY1,"Eurydice",,48.615047,6.164263,,,0,
138,LDERY2,"Eurydice",,48.614838,6.164387,,,0,
157,LDFRL0,"Frères Lumière",,48.614079,6.161043,,,0,
1157,LDFRL1,"Frères Lumière",,48.614059,6.160567,,,0,
263,LDFRS0,"Dynapole",,48.610455,6.192791,,,0,
1263,LDFRS1,"Dynapole",,48.610313,6.192739,,,0,
151,LDGAR0,"Ludres Gare",,48.622215,6.170736,,,0,
1151,LDGAR1,"Ludres Gare",,48.622196,6.170517,,,0,
801,LDGEN0,"Genobois",,48.617599,6.166239,,,0,
1901,LDGEN1,"Genobois",,48.617516,6.166253,,,0,
153,LDMAI0,"Ludres Mairie",,48.621517,6.161494,,,0,
1153,LDMAI1,"Ludres Mairie",,48.620918,6.162559,,,0,
800,LDMAR0,"Marie Marvingt",,48.616749,6.160014,,,0,
1800,LDMAR1,"Marie Marvingt",,48.618488,6.160011,,,0,
156,LDMES0,"Messein",,48.616264,6.159439,,,0,
1156,LDMES1,"Messein",,48.616394,6.159571,,,0,
905,LDMON0,"Collège Monod",,48.619713,6.166366,,,0,
1905,LDMON1,"Collège Monod",,48.619678,6.166251,,,0,
805,LDMVT0,"Ludres Marvingt",,48.619324,6.165657,,,0,
264,LDPAP0,"Papin",,48.612392,6.191417,,,0,
1264,LDPAP1,"Papin",,48.611473,6.190657,,,0,
1936,LDPAP2,"Papin",,48.610405,6.192897,,,0,
160,LDRAV0,"Ravel",,48.612259,6.172501,,,0,
1160,LDRAV1,"Ravel",,48.612278,6.171932,,,0,
149,LDRES0,"Ludres",,48.625328,6.175527,,,0,
155,LDSRS0,"Secours",,48.619053,6.159427,,,0,
1155,LDSRS1,"Secours",,48.619225,6.159684,,,0,
150,LDVER0,"Sainte-Blaine",,48.624088,6.173779,,,0,
1150,LDVER1,"Sainte-Blaine",,48.624001,6.174329,,,0,
161,LDVVI0,"Vert Village",,48.614471,6.174808,,,0,
1161,LDVVI1,"Vert Village",,48.614353,6.174881,,,0,
556,LDZI20,"Lavoisier",,48.615665,6.182890,,,0,
555,LDZI30,"Grignard",,48.615318,6.188091,,,0,
544,LNALN1,"Les Aulnois",,48.653572,6.226551,,,0,
535,LNCRT0,"Cartonneries",,48.658653,6.224458,,,0,
1535,LNCRT1,"Cartonneries",,48.659176,6.225516,,,0,
690,LNCTR0,"Laneuveville Centre",,48.659142,6.230079,,,0,
537,LNECS0,"Laneuveville Piscine",,48.659164,6.227811,,,0,
1537,LNECS1,"Laneuveville Piscine",,48.659306,6.227632,,,0,
742,LNERY0,"Robert Damery",,48.658863,6.216092,,,0,
1742,LNERY1,"Robert Damery",,48.658863,6.216160,,,0,
689,LNFAU0,"Gabriel Fauré",,48.666420,6.213476,,,0,
1689,LNFAU1,"Gabriel Fauré",,48.666431,6.213627,,,0,
517,LNFLO0,"Flaubert",,48.657166,6.217963,,,0,
1517,LNFLO1,"Flaubert",,48.657223,6.218116,,,0,
518,LNFON0,"5 Fontaines",,48.656982,6.222147,,,0,
1518,LNFON1,"5 Fontaines",,48.656921,6.222047,,,0,
662,LNGAR0,"Laneuveville Gare",,48.655457,6.227779,,,0,
533,LNGLT0,"Château de Montaigu",,48.665340,6.216466,,,0,
1533,LNGLT1,"Château de Montaigu",,48.665096,6.217005,,,0,
541,LNGRD0,"Gérardcourt",,48.649204,6.232337,,,0,
1541,LNGRD1,"Gérardcourt",,48.649227,6.232474,,,0,
542,LNHTM0,"Huit Mai",,48.650787,6.229087,,,0,
1542,LNHTM1,"Huit Mai",,48.650311,6.229703,,,0,
539,LNLEC0,"Leclerc",,48.654415,6.232428,,,0,
1539,LNLEC1,"Leclerc",,48.654850,6.232297,,,0,
538,LNMAI0,"Laneuveville Mairie",,48.656471,6.231169,,,0,
1538,LNMAI1,"Laneuveville Mairie",,48.656521,6.231255,,,0,
732,LNMON0,"Collège Montaigu",,48.657669,6.209659,,,0,
1732,LNMON1,"Collège Montaigu",,48.657635,6.209888,,,0,
2814,LNMTG0,"Heillecourt Montaigu",,48.657448,6.208746,,,0,
748,LNSAB0,"Sablonnière",,48.654308,6.225153,,,0,
540,LNTRA0,"Transformateur",,48.652889,6.233360,,,0,
1540,LNTRA1,"Transformateur",,48.652962,6.233365,,,0,
534,LNVAL0,"Sainte-Valdrée",,48.661396,6.222313,,,0,
1534,LNVAL1,"Sainte-Valdrée",,48.661476,6.222332,,,0,
225,LXANN0,"Domaine Sainte-Anne",,48.684757,6.156183,,,0,
1225,LXANN1,"Domaine Sainte-Anne",,48.684929,6.154999,,,0,
68,LXCCL0,"Croix Saint-Claude",,48.689270,6.132211,,,0,
77,LXCCL1,"Observatoire",,48.689396,6.134993,,,0,
1068,LXCCL2,"Croix Saint-Claude",,48.689152,6.133344,,,0,
1077,LXCCL3,"Observatoire",,48.689354,6.135180,,,0,
76,LXCLB0,"Laxou Champ-le-Boeuf",,48.698002,6.124475,,,0,
465,LXCLB1,"Laxou Champ-le-boeuf",,48.697773,6.122079,,,0,
64,LXERP0,"Europe",,48.680054,6.151325,,,0,
1064,LXERP1,"Europe",,48.680336,6.152555,,,0,
63,LXFCH1,"Foch",,48.678062,6.155610,,,0,
1063,LXFCH2,"Foch",,48.678402,6.155594,,,0,
223,LXHRD0,"Hardeval",,48.681408,6.152553,,,0,
1223,LXHRD1,"Hardeval",,48.680962,6.152968,,,0,
74,LXMAD0,"Madine",,48.698910,6.127355,,,0,
1074,LXMAD1,"Madine",,48.699234,6.127908,,,0,
917,LXMAR2,"Mareville",,48.678997,6.145135,,,0,
1917,LXMAR3,"Mareville",,48.678284,6.144377,,,0,
212,LXMDO0,"La Poste - Champ-le-Boeuf",,48.700298,6.133424,,,0,
1212,LXMDO1,"La Poste - Champ-le-Boeuf",,48.700909,6.133170,,,0,
72,LXMST0,"Moselotte",,48.697350,6.124930,,,0,
213,LXMTA0,"Cascade - La Fontaine",,48.699066,6.135074,,,0,
1213,LXMTA1,"Cascade - La Fontaine",,48.699173,6.135123,,,0,
1071,LXMZN0,"Vair",,48.695995,6.123948,,,0,
641,LXORN0,"Vair",,48.696049,6.122850,,,0,
438,LXOUZ0,"Laxou Plateau de Haye",,48.697704,6.120225,,,0,
133,LXOUZ1,"Laxou Plateau de haye",,48.697704,6.120225,,,0,
282,LXPRC0,"Parc",,48.696957,6.131263,,,0,
1282,LXPRC1,"Parc",,48.697529,6.131985,,,0,
66,LXPRO1,"Provinces",,48.679707,6.148133,,,0,
1066,LXPRO3,"Provinces",,48.679939,6.148096,,,0,
69,LXSAP0,"Laxou Sapinière",,48.690907,6.128280,,,0,
1069,LXSAP1,"Laxou Sapinière",,48.691143,6.128542,,,0,
219,LXSAP2,"Laxou Sapinière",,48.691345,6.128298,,,0,
228,LXSAR0,"Sarre",,48.695446,6.127360,,,0,
70,LXVAI0,"Vair",,48.695644,6.124235,,,0,
67,LXVAV0,"Ville d'Avray",,48.679363,6.144521,,,0,
1067,LXVAV1,"Ville d'Avray",,48.679443,6.144282,,,0,
224,LXVCT0,"Victoire",,48.684322,6.152359,,,0,
1224,LXVCT1,"Victoire",,48.683208,6.151135,,,0,
79,LXVOG0,"Vologne",,48.697124,6.137653,,,0,
1284,LXVOG3,"Vologne",,48.697189,6.137626,,,0,
792,LXVZZ2,"Vezouze",,48.695091,6.131861,,,0,
1792,LXVZZ3,"Vezouze",,48.695068,6.131749,,,0,
123,LXZOL0,"Zola",,48.680347,6.157870,,,0,
1123,LXZOL1,"Zola",,48.680256,6.157592,,,0,
491,MABLZ0,"Balzac",,48.708748,6.204041,,,0,
1491,MABLZ1,"Balzac",,48.708260,6.204100,,,0,
492,MACHP0,"Charpentier",,48.705727,6.203109,,,0,
1492,MACHP1,"Charpentier",,48.706352,6.203986,,,0,
490,MACHS0,"Chemin Stratégique",,48.710991,6.204453,,,0,
1490,MACHS1,"Chemin Stratégique",,48.710999,6.204494,,,0,
485,MACHT0,"Bas Château",,48.707630,6.215856,,,0,
1485,MACHT1,"Bas Château",,48.707741,6.216150,,,0,
487,MACMT0,"Charmettes",,48.705959,6.208865,,,0,
1487,MACMT1,"Charmettes",,48.706070,6.209363,,,0,
584,MACPS0,"Pont de pierre",,48.700062,6.214517,,,0,
1584,MACPS1,"Pont de pierre",,48.699764,6.214576,,,0,
25,MACRN0,"Washington Foch",,48.702126,6.213352,,,0,
1025,MACRN2,"Washington Foch",,48.701702,6.211661,,,0,
484,MAERB0,"Acacias",,48.710224,6.215261,,,0,
1484,MAERB1,"Acacias",,48.710068,6.215385,,,0,
473,MAGAU0,"Place de Gaulle",,48.703491,6.204847,,,0,
1473,MAGAU1,"Place de Gaulle",,48.703819,6.205606,,,0,
489,MAHCT0,"Haie le Comte",,48.711063,6.206987,,,0,
1489,MAHCT1,"Haie le Comte",,48.711094,6.206800,,,0,
771,MAJOL0,"Jolimont",,48.711006,6.202360,,,0,
1771,MAJOL1,"Jolimont",,48.711006,6.202360,,,0,
474,MALIB0,"Libérator",,48.704197,6.201418,,,0,
1474,MALIB1,"Libérator",,48.703896,6.200471,,,0,
912,MALID0,"Lido",,48.698147,6.206518,,,0,
1912,MALID1,"Lido",,48.698116,6.206421,,,0,
24,MALIV0,"Saint-Livier",,48.700832,6.208877,,,0,
1024,MALIV2,"Saint-Livier",,48.700993,6.208848,,,0,
475,MAMAS0,"Massenet",,48.705048,6.198504,,,0,
1475,MAMAS1,"Massenet",,48.705257,6.198750,,,0,
486,MAMED0,"Saint-Médard",,48.706825,6.211880,,,0,
1486,MAMED1,"Saint-Médard",,48.706764,6.212691,,,0,
494,MAMNV0,"Jacques Cartier",,48.703056,6.195841,,,0,
1494,MAMNV1,"Jacques Cartier",,48.703068,6.196576,,,0,
582,MAMOU0,"Jean Moulin",,48.694508,6.211220,,,0,
1582,MAMOU1,"Jean Moulin",,48.694546,6.211169,,,0,
23,MAPIC0,"Gérard Barrois - Stade Marcel Picot",,48.699680,6.204713,,,0,
610,MAPIC1,"Gérard Barrois - Stade Marcel Picot",,48.699799,6.204926,,,0,
1023,MAPIC2,"Gérard Barrois - Stade Marcel Picot",,48.699818,6.204628,,,0,
1610,MAPIC3,"Gérard Barrois - Stade Marcel Picot",,48.699608,6.204686,,,0,
1913,MAPIC5,"Gérard Barrois - Stade Marcel Picot",,48.700161,6.204025,,,0,
913,MAPIC6,"Gérard Barrois - Stade Marcel Picot",,48.699940,6.204420,,,0,
495,MAPRC0,"Blaison - Parc",,48.701546,6.199971,,,0,
1495,MAPRC1,"Blaison - Parc",,48.702011,6.199461,,,0,
583,MAVAR0,"Varoquaux",,48.697075,6.215844,,,0,
1583,MAVAR1,"Varoquaux",,48.697105,6.215533,,,0,
2820,MAVAR2,"Tomblaine Groupe Scolaire",,48.696453,6.216110,,,0,
493,MLALE0,"Alexandre 1er",,48.704506,6.192495,,,0,
1493,MLALE1,"Alexandre 1er",,48.704746,6.192594,,,0,
479,MLBAR0,"Driant",,48.708775,6.188256,,,0,
1479,MLBAR1,"Barrès",,48.707462,6.188485,,,0,
804,MLBOU0,"Le Bourgarel",,48.723228,6.176558,,,0,
1904,MLBOU1,"Le Bourgarel",,48.723625,6.176490,,,0,
1708,MLCAR1,"Sadi Carnot",,48.707088,6.185262,,,0,
360,MLCMS0,"Croix de Mission",,48.715580,6.185061,,,0,
1360,MLCMS1,"Croix de Mission",,48.714779,6.184309,,,0,
1362,MLECO0,"Ecole Paul Bert",,48.710526,6.184198,,,0,
363,MLEGL0,"Malzéville - Eglise",,48.711765,6.186710,,,0,
1478,MLEPA0,"Ecole Pasteur",,48.708885,6.193431,,,0,
478,MLEPA1,"Ecole Pasteur",,48.707462,6.191015,,,0,
769,MLJER0,"Jéricho",,48.706799,6.189755,,,0,
1769,MLJER1,"Jéricho",,48.706799,6.189755,,,0,
770,MLLIB0,"Libremont",,48.710152,6.197753,,,0,
1770,MLLIB1,"Libremont",,48.709618,6.195838,,,0,
352,MLLIO0,"Douëra",,48.709721,6.180399,,,0,
1352,MLLIO1,"Douëra",,48.709507,6.180573,,,0,
778,MLLIO2,"Lion d'Or",,48.709721,6.180399,,,0,
1778,MLLIO3,"Lion d'Or",,48.709507,6.180573,,,0,
358,MLLNG0,"Longefond",,48.720882,6.181687,,,0,
1358,MLLNG1,"Longefond",,48.721279,6.181430,,,0,
680,MLMAI0,"Malzéville Mairie",,48.708516,6.183669,,,0,
1680,MLMAI1,"Malzéville Mairie",,48.708664,6.183598,,,0,
803,MLMAR0,"Malzéville Margeville",,48.719505,6.177142,,,0,
477,MLNID0,"Le Nid",,48.705143,6.194976,,,0,
1477,MLNID1,"Le Nid",,48.705151,6.194174,,,0,
1365,MLORM1,"Orme",,48.707569,6.184659,,,0,
1476,MLPIN0,"Pinsons",,48.706673,6.197795,,,0,
1361,MLPSS0,"Passerelle",,48.712440,6.184271,,,0,
359,MLPVL0,"Pavillon",,48.718537,6.183164,,,0,
1359,MLPVL1,"Pavillon",,48.718445,6.183057,,,0,
355,MLPXR0,"Malzéville Pixerécourt",,48.731663,6.182253,,,0,
354,MLSAV0,"Malzéville Savlons",,48.713779,6.181270,,,0,
353,MLSTD0,"Malzéville Stade",,48.712093,6.178589,,,0,
1353,MLSTD1,"Malzéville Stade",,48.713375,6.176454,,,0,
357,MLVER0,"Verlaine",,48.723770,6.180921,,,0,
1357,MLVER1,"Verlaine",,48.724400,6.181172,,,0,
2824,MLVER2,"Malzéville Paul Verlaine",,48.723610,6.180411,,,0,
1314,MLZVI2,"Malzéville",,48.725285,6.181128,,,0,
802,MXAME0,"Améthyste",,48.714573,6.167265,,,0,
1902,MXAME1,"Améthyste",,48.715374,6.167293,,,0,
635,MXAUL0,"Les Aulnes",,48.705570,6.155971,,,0,
1635,MXAUL1,"Les Aulnes",,48.705711,6.155751,,,0,
233,MXCRB0,"Courbet",,48.712711,6.167769,,,0,
753,MXDAR0,"Stade Darnys",,48.706219,6.148976,,,0,
1753,MXDAR1,"Stade Darnys",,48.706238,6.148923,,,0,
348,MXDVL0,"Deville",,48.707680,6.172202,,,0,
1348,MXDVL1,"Deville",,48.708004,6.171991,,,0,
1996,MXECO0,"Maxeville EcoParc",,48.704757,6.132454,,,0,
1997,MXECO1,"Maxeville EcoParc",,48.704757,6.132454,,,0,
786,MXENO0,"Cuénot",,48.705717,6.136084,,,0,
